211.112.0.0	211.119.255.255	2048	20000414
211.168.0.0	211.175.255.255	2048	20000608
211.176.0.0	211.191.255.255	4096	20000608
211.192.0.0	211.199.255.255	2048	20000608
211.200.0.0	211.205.255.255	1536	20000822
211.232.0.0	211.255.255.255	6144	20000908
211.216.0.0	211.225.255.255	2560	20000912
61.72.0.0	61.77.255.255	1536	20001212
211.226.0.0	211.231.255.255	1536	20001212
211.206.0.0	211.211.255.255	1536	20001229
61.96.0.0	61.111.255.255	4096	20010321
61.248.0.0	61.255.255.255	2048	20010321
61.78.0.0	61.79.255.255	512	20010511
61.84.0.0	61.85.255.255	512	20010511
61.80.0.0	61.83.255.255	1024	20010511
211.212.0.0	211.215.255.255	1024	20010615
218.48.0.0	218.49.255.255	512	20010615
218.144.0.0	218.159.255.255	4096	20010925
218.232.0.0	218.233.255.255	512	20011122
218.50.0.0	218.55.255.255	1536	20011122
218.234.0.0	218.239.255.255	1536	20020430
219.240.0.0	219.241.255.255	512	20020430
220.64.0.0	220.71.255.255	2048	20020722
219.248.0.0	219.255.255.255	2048	20020722
218.36.0.0	218.39.255.255	1024	20020722
220.72.0.0	220.91.255.255	5120	20020829
220.92.0.0	220.95.255.255	1024	20021231
220.116.0.0	220.127.255.255	3072	20021231
221.144.0.0	221.168.255.255	6400	20030418
221.138.0.0	221.143.255.255	1536	20030530
150.183.0.0	150.183.255.255	256	20030730
147.6.0.0	147.6.255.255	256	20031024
168.248.0.0	168.249.255.255	512	20031024
222.96.0.0	222.122.255.255	6912	20031027
168.126.0.0	168.126.255.255	256	20040205
129.254.0.0	129.254.255.255	256	20040205
222.232.0.0	222.239.255.255	2048	20040402
134.75.0.0	134.75.255.255	256	20040422
128.134.0.0	128.134.255.255	256	20040525
220.103.0.0	220.103.255.255	256	20040609
220.149.0.0	220.149.255.255	256	20040616
152.149.96.0	152.149.96.255	1	20040623
152.149.97.0	152.149.97.255	1	20040623
152.149.98.0	152.149.98.255	1	20040623
152.149.99.0	152.149.99.255	1	20040623
152.149.100.0	152.149.100.255	1	20040623
152.149.101.0	152.149.101.255	1	20040623
152.149.102.0	152.149.102.255	1	20040623
152.149.103.0	152.149.103.255	1	20040623
152.149.104.0	152.149.104.255	1	20040623
152.149.105.0	152.149.105.255	1	20040623
152.149.106.0	152.149.106.255	1	20040623
152.149.107.0	152.149.107.255	1	20040623
152.149.108.0	152.149.108.255	1	20040623
152.149.0.0	152.149.0.255	1	20040623
152.149.1.0	152.149.1.255	1	20040623
152.149.2.0	152.149.2.255	1	20040623
152.149.3.0	152.149.3.255	1	20040623
152.149.4.0	152.149.4.255	1	20040623
152.149.5.0	152.149.5.255	1	20040623
152.149.6.0	152.149.6.255	1	20040623
152.149.7.0	152.149.7.255	1	20040623
152.149.8.0	152.149.8.255	1	20040623
152.149.9.0	152.149.9.255	1	20040623
152.149.10.0	152.149.10.255	1	20040623
152.149.11.0	152.149.11.255	1	20040623
152.149.12.0	152.149.12.255	1	20040623
152.149.13.0	152.149.13.255	1	20040623
152.149.14.0	152.149.14.255	1	20040623
152.149.15.0	152.149.15.255	1	20040623
152.149.16.0	152.149.16.255	1	20040623
152.149.17.0	152.149.17.255	1	20040623
152.149.18.0	152.149.18.255	1	20040623
152.149.19.0	152.149.19.255	1	20040623
152.149.20.0	152.149.20.255	1	20040623
152.149.21.0	152.149.21.255	1	20040623
152.149.22.0	152.149.22.255	1	20040623
152.149.23.0	152.149.23.255	1	20040623
152.149.24.0	152.149.24.255	1	20040623
152.149.25.0	152.149.25.255	1	20040623
152.149.26.0	152.149.26.255	1	20040623
152.149.27.0	152.149.27.255	1	20040623
152.149.28.0	152.149.28.255	1	20040623
152.149.29.0	152.149.29.255	1	20040623
152.149.30.0	152.149.30.255	1	20040623
152.149.31.0	152.149.31.255	1	20040623
152.149.32.0	152.149.32.255	1	20040623
152.149.33.0	152.149.33.255	1	20040623
152.149.34.0	152.149.34.255	1	20040623
152.149.35.0	152.149.35.255	1	20040623
152.149.36.0	152.149.36.255	1	20040623
152.149.37.0	152.149.37.255	1	20040623
152.149.255.0	152.149.255.255	1	20040623
152.149.213.0	152.149.213.255	1	20040623
152.149.214.0	152.149.214.255	1	20040623
152.149.215.0	152.149.215.255	1	20040623
152.149.216.0	152.149.216.255	1	20040623
152.149.217.0	152.149.217.255	1	20040623
152.149.218.0	152.149.218.255	1	20040623
152.149.219.0	152.149.219.255	1	20040623
152.149.220.0	152.149.220.255	1	20040623
152.149.221.0	152.149.221.255	1	20040623
152.149.222.0	152.149.222.255	1	20040623
152.149.223.0	152.149.223.255	1	20040623
152.149.224.0	152.149.224.255	1	20040623
152.149.225.0	152.149.225.255	1	20040623
152.149.226.0	152.149.226.255	1	20040623
152.149.227.0	152.149.227.255	1	20040623
152.149.228.0	152.149.228.255	1	20040623
152.149.229.0	152.149.229.255	1	20040623
152.149.230.0	152.149.230.255	1	20040623
152.149.231.0	152.149.231.255	1	20040623
152.149.232.0	152.149.232.255	1	20040623
152.149.233.0	152.149.233.255	1	20040623
152.149.234.0	152.149.234.255	1	20040623
152.149.235.0	152.149.235.255	1	20040623
152.149.236.0	152.149.236.255	1	20040623
152.149.237.0	152.149.237.255	1	20040623
152.149.238.0	152.149.238.255	1	20040623
152.149.239.0	152.149.239.255	1	20040623
152.149.240.0	152.149.240.255	1	20040623
152.149.241.0	152.149.241.255	1	20040623
152.149.242.0	152.149.242.255	1	20040623
152.149.243.0	152.149.243.255	1	20040623
152.149.244.0	152.149.244.255	1	20040623
152.149.245.0	152.149.245.255	1	20040623
152.149.246.0	152.149.246.255	1	20040623
152.149.247.0	152.149.247.255	1	20040623
152.149.248.0	152.149.248.255	1	20040623
152.149.249.0	152.149.249.255	1	20040623
152.149.250.0	152.149.250.255	1	20040623
152.149.251.0	152.149.251.255	1	20040623
152.149.252.0	152.149.252.255	1	20040623
152.149.253.0	152.149.253.255	1	20040623
152.149.254.0	152.149.254.255	1	20040623
152.149.74.0	152.149.74.255	1	20040623
152.149.75.0	152.149.75.255	1	20040623
152.149.76.0	152.149.76.255	1	20040623
152.149.77.0	152.149.77.255	1	20040623
152.149.78.0	152.149.78.255	1	20040623
152.149.79.0	152.149.79.255	1	20040623
152.149.80.0	152.149.80.255	1	20040623
152.149.81.0	152.149.81.255	1	20040623
152.149.82.0	152.149.82.255	1	20040623
152.149.83.0	152.149.83.255	1	20040623
152.149.84.0	152.149.84.255	1	20040623
152.149.85.0	152.149.85.255	1	20040623
152.149.86.0	152.149.86.255	1	20040623
152.149.87.0	152.149.87.255	1	20040623
152.149.88.0	152.149.88.255	1	20040623
152.149.89.0	152.149.89.255	1	20040623
152.149.90.0	152.149.90.255	1	20040623
152.149.91.0	152.149.91.255	1	20040623
152.149.92.0	152.149.92.255	1	20040623
152.149.93.0	152.149.93.255	1	20040623
152.149.94.0	152.149.94.255	1	20040623
152.149.95.0	152.149.95.255	1	20040623
152.149.149.0	152.149.149.255	1	20040623
152.149.150.0	152.149.150.255	1	20040623
152.149.151.0	152.149.151.255	1	20040623
152.149.152.0	152.149.152.255	1	20040623
152.149.153.0	152.149.153.255	1	20040623
152.149.154.0	152.149.154.255	1	20040623
152.149.155.0	152.149.155.255	1	20040623
152.149.156.0	152.149.156.255	1	20040623
152.149.157.0	152.149.157.255	1	20040623
152.149.158.0	152.149.158.255	1	20040623
152.149.159.0	152.149.159.255	1	20040623
152.149.160.0	152.149.160.255	1	20040623
152.149.161.0	152.149.161.255	1	20040623
152.149.162.0	152.149.162.255	1	20040623
152.149.163.0	152.149.163.255	1	20040623
152.149.164.0	152.149.164.255	1	20040623
152.149.165.0	152.149.165.255	1	20040623
152.149.166.0	152.149.166.255	1	20040623
152.149.167.0	152.149.167.255	1	20040623
152.149.168.0	152.149.168.255	1	20040623
152.149.169.0	152.149.169.255	1	20040623
152.149.170.0	152.149.170.255	1	20040623
152.149.171.0	152.149.171.255	1	20040623
152.149.172.0	152.149.172.255	1	20040623
152.149.173.0	152.149.173.255	1	20040623
152.149.174.0	152.149.174.255	1	20040623
152.149.175.0	152.149.175.255	1	20040623
152.149.176.0	152.149.176.255	1	20040623
152.149.177.0	152.149.177.255	1	20040623
152.149.178.0	152.149.178.255	1	20040623
152.149.179.0	152.149.179.255	1	20040623
152.149.180.0	152.149.180.255	1	20040623
152.149.181.0	152.149.181.255	1	20040623
152.149.182.0	152.149.182.255	1	20040623
152.149.183.0	152.149.183.255	1	20040623
152.149.184.0	152.149.184.255	1	20040623
152.149.185.0	152.149.185.255	1	20040623
152.149.186.0	152.149.186.255	1	20040623
152.149.187.0	152.149.187.255	1	20040623
152.149.188.0	152.149.188.255	1	20040623
152.149.189.0	152.149.189.255	1	20040623
152.149.190.0	152.149.190.255	1	20040623
152.149.191.0	152.149.191.255	1	20040623
152.149.192.0	152.149.192.255	1	20040623
152.149.193.0	152.149.193.255	1	20040623
152.149.194.0	152.149.194.255	1	20040623
152.149.195.0	152.149.195.255	1	20040623
152.149.196.0	152.149.196.255	1	20040623
152.149.197.0	152.149.197.255	1	20040623
152.149.198.0	152.149.198.255	1	20040623
152.149.199.0	152.149.199.255	1	20040623
152.149.200.0	152.149.200.255	1	20040623
152.149.201.0	152.149.201.255	1	20040623
152.149.202.0	152.149.202.255	1	20040623
152.149.203.0	152.149.203.255	1	20040623
152.149.204.0	152.149.204.255	1	20040623
152.149.205.0	152.149.205.255	1	20040623
152.149.206.0	152.149.206.255	1	20040623
152.149.207.0	152.149.207.255	1	20040623
152.149.208.0	152.149.208.255	1	20040623
152.149.209.0	152.149.209.255	1	20040623
152.149.210.0	152.149.210.255	1	20040623
152.149.211.0	152.149.211.255	1	20040623
152.149.212.0	152.149.212.255	1	20040623
152.149.50.0	152.149.50.255	1	20040623
152.149.51.0	152.149.51.255	1	20040623
152.149.52.0	152.149.52.255	1	20040623
152.149.53.0	152.149.53.255	1	20040623
152.149.54.0	152.149.54.255	1	20040623
152.149.55.0	152.149.55.255	1	20040623
152.149.56.0	152.149.56.255	1	20040623
152.149.57.0	152.149.57.255	1	20040623
152.149.58.0	152.149.58.255	1	20040623
152.149.59.0	152.149.59.255	1	20040623
152.149.60.0	152.149.60.255	1	20040623
152.149.61.0	152.149.61.255	1	20040623
152.149.62.0	152.149.62.255	1	20040623
152.149.63.0	152.149.63.255	1	20040623
152.149.64.0	152.149.64.255	1	20040623
152.149.65.0	152.149.65.255	1	20040623
152.149.66.0	152.149.66.255	1	20040623
152.149.67.0	152.149.67.255	1	20040623
152.149.68.0	152.149.68.255	1	20040623
152.149.69.0	152.149.69.255	1	20040623
152.149.70.0	152.149.70.255	1	20040623
152.149.71.0	152.149.71.255	1	20040623
152.149.72.0	152.149.72.255	1	20040623
152.149.73.0	152.149.73.255	1	20040623
152.149.109.0	152.149.109.255	1	20040623
152.149.110.0	152.149.110.255	1	20040623
152.149.111.0	152.149.111.255	1	20040623
152.149.112.0	152.149.112.255	1	20040623
152.149.113.0	152.149.113.255	1	20040623
152.149.114.0	152.149.114.255	1	20040623
152.149.115.0	152.149.115.255	1	20040623
152.149.116.0	152.149.116.255	1	20040623
152.149.117.0	152.149.117.255	1	20040623
152.149.118.0	152.149.118.255	1	20040623
152.149.119.0	152.149.119.255	1	20040623
152.149.120.0	152.149.120.255	1	20040623
152.149.121.0	152.149.121.255	1	20040623
152.149.122.0	152.149.122.255	1	20040623
152.149.123.0	152.149.123.255	1	20040623
152.149.124.0	152.149.124.255	1	20040623
152.149.125.0	152.149.125.255	1	20040623
152.149.126.0	152.149.126.255	1	20040623
152.149.127.0	152.149.127.255	1	20040623
152.149.128.0	152.149.128.255	1	20040623
152.149.129.0	152.149.129.255	1	20040623
152.149.130.0	152.149.130.255	1	20040623
152.149.131.0	152.149.131.255	1	20040623
152.149.132.0	152.149.132.255	1	20040623
152.149.133.0	152.149.133.255	1	20040623
152.149.134.0	152.149.134.255	1	20040623
152.149.135.0	152.149.135.255	1	20040623
152.149.136.0	152.149.136.255	1	20040623
152.149.137.0	152.149.137.255	1	20040623
152.149.138.0	152.149.138.255	1	20040623
152.149.139.0	152.149.139.255	1	20040623
152.149.140.0	152.149.140.255	1	20040623
152.149.141.0	152.149.141.255	1	20040623
152.149.142.0	152.149.142.255	1	20040623
152.149.143.0	152.149.143.255	1	20040623
152.149.144.0	152.149.144.255	1	20040623
152.149.145.0	152.149.145.255	1	20040623
152.149.146.0	152.149.146.255	1	20040623
152.149.147.0	152.149.147.255	1	20040623
152.149.148.0	152.149.148.255	1	20040623
152.149.38.0	152.149.38.255	1	20040623
152.149.39.0	152.149.39.255	1	20040623
152.149.40.0	152.149.40.255	1	20040623
152.149.41.0	152.149.41.255	1	20040623
152.149.42.0	152.149.42.255	1	20040623
152.149.43.0	152.149.43.255	1	20040623
152.149.44.0	152.149.44.255	1	20040623
152.149.45.0	152.149.45.255	1	20040623
152.149.46.0	152.149.46.255	1	20040623
152.149.47.0	152.149.47.255	1	20040623
152.149.48.0	152.149.48.255	1	20040623
152.149.49.0	152.149.49.255	1	20040623
163.152.0.0	163.152.255.255	256	20040624
168.131.0.0	168.131.255.255	256	20040624
147.46.0.0	147.46.255.255	256	20040625
147.47.0.0	147.47.255.255	256	20040625
163.239.0.0	163.239.255.255	256	20040628
169.140.0.0	169.140.255.255	256	20040629
165.194.0.0	165.194.255.255	256	20040629
158.44.0.0	158.44.255.255	256	20040629
164.125.0.0	164.125.255.255	256	20040630
168.115.0.0	168.115.255.255	256	20040702
141.223.0.0	141.223.255.255	256	20040702
165.229.0.0	165.229.255.255	256	20040702
137.68.0.0	137.68.255.255	256	20040706
143.248.0.0	143.248.255.255	256	20040706
165.243.0.0	165.243.255.255	256	20040707
165.244.0.0	165.244.255.255	256	20040707
165.186.0.0	165.186.255.255	256	20040707
156.147.0.0	156.147.255.255	256	20040707
150.150.0.0	150.150.255.255	256	20040707
166.104.0.0	166.104.255.255	256	20040707
166.125.0.0	166.125.255.255	256	20040709
163.180.0.0	163.180.255.255	256	20040712
161.122.0.0	161.122.255.255	256	20040712
168.78.0.0	168.78.255.255	256	20040715
168.219.0.0	168.219.255.255	256	20040722
165.213.0.0	165.213.255.255	256	20040722
222.231.0.0	222.231.63.255	64	20040727
166.103.0.0	166.103.255.255	256	20040730
147.43.0.0	147.43.255.255	256	20040730
59.0.0.0	59.31.255.255	8192	20040802
218.101.128.0	218.101.255.255	128	20040805
168.188.0.0	168.188.255.255	256	20040813
157.197.0.0	157.197.255.255	256	20040909
165.132.0.0	165.132.255.255	256	20040920
155.230.0.0	155.230.255.255	256	20041001
203.81.128.0	203.81.159.255	32	20041019
203.83.128.0	203.83.159.255	32	20041019
59.150.0.0	59.150.255.255	256	20041108
60.196.0.0	60.197.255.255	512	20041115
61.40.0.0	61.43.255.255	1024	20041115
61.32.0.0	61.39.255.255	2048	20041115
164.124.0.0	164.124.255.255	256	20041115
203.90.32.0	203.90.63.255	32	20041130
59.186.0.0	59.187.255.255	512	20041203
61.4.192.0	61.4.223.255	32	20041223
61.247.128.0	61.247.159.255	32	20041231
166.79.0.0	166.79.255.255	256	20050104
154.10.0.0	154.10.255.255	256	20050106
221.132.64.0	221.132.95.255	32	20050114
203.100.160.0	203.100.191.255	32	20050125
165.133.0.0	165.133.255.255	256	20050127
202.86.8.0	202.86.15.255	8	20050131
192.5.90.0	192.5.90.255	1	20050204
210.16.192.0	210.16.255.255	64	20050215
168.154.0.0	168.154.255.255	256	20050222
221.133.128.0	221.133.191.255	64	20050224
203.123.192.0	203.123.223.255	32	20050308
202.126.112.0	202.126.119.255	8	20050308
61.47.192.0	61.47.255.255	64	20050308
203.128.160.0	203.128.191.255	32	20050314
203.128.192.0	203.128.223.255	32	20050314
58.72.0.0	58.79.255.255	2048	20050316
202.133.16.0	202.133.31.255	16	20050324
58.65.64.0	58.65.127.255	64	20050324
203.130.96.0	203.130.127.255	32	20050329
202.136.112.0	202.136.127.255	16	20050414
203.132.160.0	203.132.191.255	32	20050414
192.104.15.0	192.104.15.255	1	20050419
220.230.0.0	220.230.255.255	256	20050421
150.197.0.0	150.197.255.255	256	20050421
192.203.145.0	192.203.145.255	1	20050425
210.210.192.0	210.210.255.255	64	20050426
192.203.146.0	192.203.146.255	1	20050426
192.100.2.0	192.100.2.255	1	20050427
58.120.0.0	58.127.255.255	2048	20050428
192.203.144.0	192.203.144.255	1	20050429
192.245.249.0	192.245.249.255	1	20050503
192.245.251.0	192.245.251.255	1	20050503
192.203.139.0	192.203.139.255	1	20050503
192.203.138.0	192.203.138.255	1	20050511
203.109.0.0	203.109.31.255	32	20050513
192.132.247.0	192.132.251.255	5	20050513
192.249.16.0	192.249.31.255	16	20050516
58.102.0.0	58.103.255.255	512	20050517
61.247.64.0	61.247.127.255	64	20050519
192.245.250.0	192.245.250.255	1	20050520
58.140.0.0	58.143.255.255	1024	20050524
58.148.0.0	58.151.255.255	1024	20050526
58.145.0.0	58.145.127.255	128	20050530
203.82.240.0	203.82.247.255	8	20050601
58.180.0.0	58.180.255.255	256	20050615
58.181.0.0	58.181.63.255	64	20050616
192.203.140.0	192.203.143.255	4	20050622
58.224.0.0	58.239.255.255	4096	20050627
58.184.0.0	58.184.255.255	256	20050628
192.132.15.0	192.132.15.255	1	20050706
218.209.0.0	218.209.255.255	256	20050714
203.142.160.0	203.142.191.255	32	20050727
203.152.160.0	203.152.191.255	32	20050804
202.150.176.0	202.150.191.255	16	20050808
125.7.128.0	125.7.191.255	64	20050817
125.7.192.0	125.7.255.255	64	20050817
125.31.128.0	125.31.191.255	64	20050819
125.128.0.0	125.159.255.255	8192	20050822
125.57.0.0	125.57.255.255	256	20050823
165.141.0.0	165.141.255.255	256	20050825
192.195.40.0	192.195.40.255	1	20050826
192.195.39.0	192.195.39.255	1	20050826
165.246.0.0	165.246.255.255	256	20050826
125.60.0.0	125.60.63.255	64	20050830
202.158.144.0	202.158.159.255	16	20050830
125.61.0.0	125.61.127.255	128	20050906
125.60.64.0	125.60.127.255	64	20050906
125.176.0.0	125.191.255.255	4096	20050912
202.73.132.0	202.73.135.255	4	20050914
202.167.208.0	202.167.223.255	16	20050927
203.170.96.0	203.170.127.255	32	20051011
203.171.160.0	203.171.191.255	32	20051012
125.208.64.0	125.208.127.255	64	20051012
125.209.0.0	125.209.63.255	64	20051018
125.240.0.0	125.247.255.255	2048	20051025
125.248.0.0	125.251.255.255	1024	20051025
203.173.96.0	203.173.127.255	32	20051025
202.179.176.0	202.179.183.255	8	20051101
125.252.0.0	125.252.63.255	64	20051101
202.136.128.0	202.136.159.255	32	20051104
124.0.0.0	124.1.255.255	512	20051104
203.175.32.0	203.175.63.255	32	20051115
124.5.0.0	124.5.255.255	256	20051116
124.2.0.0	124.2.255.255	256	20051215
222.251.128.0	222.251.255.255	128	20051215
124.48.0.0	124.63.255.255	4096	20051221
124.199.128.0	124.199.255.255	128	20051228
124.254.128.0	124.254.255.255	128	20051230
124.28.0.0	124.28.191.255	192	20060104
124.46.0.0	124.46.127.255	128	20060117
124.46.128.0	124.46.255.255	128	20060118
61.4.224.0	61.4.255.255	32	20060124
203.84.240.0	203.84.255.255	16	20060124
203.210.32.0	203.210.63.255	32	20060127
124.80.0.0	124.80.255.255	256	20060127
124.199.0.0	124.199.63.255	64	20060131
203.212.96.0	203.212.127.255	32	20060202
203.212.160.0	203.212.191.255	32	20060208
210.0.32.0	210.0.63.255	32	20060221
124.111.0.0	124.111.255.255	256	20060228
124.136.0.0	124.139.255.255	1024	20060301
124.146.0.0	124.146.63.255	64	20060303
202.163.128.0	202.163.159.255	32	20060308
203.130.64.0	203.130.95.255	32	20060314
124.194.0.0	124.194.255.255	256	20060404
203.153.144.0	203.153.159.255	16	20060406
203.215.192.0	203.215.223.255	32	20060407
121.128.0.0	121.159.255.255	8192	20060407
202.89.248.0	202.89.251.255	4	20060412
124.216.0.0	124.216.255.255	256	20060418
124.197.128.0	124.197.223.255	96	20060418
124.198.0.0	124.198.127.255	128	20060418
203.216.160.0	203.216.191.255	32	20060421
203.223.96.0	203.223.127.255	32	20060428
210.2.32.0	210.2.63.255	32	20060508
124.243.0.0	124.243.127.255	128	20060509
121.1.64.0	121.1.127.255	64	20060523
121.55.128.0	121.55.191.255	64	20060526
121.127.128.0	121.127.191.255	64	20060526
121.127.64.0	121.127.127.255	64	20060526
121.55.64.0	121.55.127.255	64	20060526
203.207.16.0	203.207.31.255	16	20060530
121.254.128.0	121.254.255.255	128	20060530
203.210.16.0	203.210.31.255	16	20060602
122.99.128.0	122.99.255.255	128	20060605
122.49.64.0	122.49.127.255	64	20060605
122.199.128.0	122.199.255.255	128	20060607
122.199.64.0	122.199.127.255	64	20060607
121.64.0.0	121.67.255.255	1024	20060609
123.99.64.0	123.99.127.255	64	20060612
122.254.128.0	122.254.255.255	128	20060612
210.57.224.0	210.57.255.255	32	20060614
121.0.128.0	121.0.255.255	128	20060619
121.53.0.0	121.53.255.255	256	20060619
123.254.128.0	123.254.255.255	128	20060619
210.87.192.0	210.87.223.255	32	20060620
121.0.64.0	121.0.127.255	64	20060620
121.78.0.0	121.78.255.255	256	20060621
210.89.160.0	210.89.191.255	32	20060626
121.50.64.0	121.50.127.255	64	20060626
121.88.0.0	121.88.255.255	256	20060626
121.54.192.0	121.54.255.255	64	20060704
210.192.64.0	210.192.95.255	32	20060704
121.126.0.0	121.126.255.255	256	20060707
121.100.64.0	121.100.127.255	64	20060713
203.133.160.0	203.133.191.255	32	20060713
59.86.192.0	59.86.255.255	64	20060718
121.200.64.0	121.200.127.255	64	20060720
121.254.0.0	121.254.63.255	64	20060720
122.32.0.0	122.47.255.255	4096	20060725
122.101.0.0	122.101.255.255	256	20060728
61.5.160.0	61.5.191.255	32	20060728
121.124.0.0	121.125.255.255	512	20060802
58.138.192.0	58.138.255.255	64	20060804
221.133.48.0	221.133.63.255	16	20060804
203.217.192.0	203.217.255.255	64	20060810
202.22.32.0	202.22.63.255	32	20060810
202.68.224.0	202.68.255.255	32	20060816
203.130.176.0	203.130.191.255	16	20060829
58.146.192.0	58.146.255.255	64	20060907
61.247.192.0	61.247.223.255	32	20060911
202.131.24.0	202.131.31.255	8	20060911
121.50.16.0	121.50.31.255	16	20060926
122.0.8.0	122.0.15.255	8	20060926
58.87.32.0	58.87.63.255	32	20060926
121.252.0.0	121.253.255.255	512	20060926
58.29.0.0	58.29.255.255	256	20061010
202.171.248.0	202.171.251.255	4	20061011
122.0.32.0	122.0.63.255	32	20061011
122.100.32.0	122.100.63.255	32	20061012
123.200.64.0	123.200.127.255	64	20061012
59.151.192.0	59.151.255.255	64	20061018
59.152.128.0	59.152.191.255	64	20061018
121.160.0.0	121.191.255.255	8192	20061101
122.203.0.0	122.203.255.255	256	20061107
122.202.32.0	122.202.63.255	32	20061107
122.202.128.0	122.202.255.255	128	20061107
123.199.0.0	123.199.127.255	128	20061113
122.252.64.0	122.252.127.255	64	20061113
122.252.192.0	122.252.223.255	32	20061116
123.254.64.0	123.254.95.255	32	20061121
123.98.160.0	123.98.191.255	32	20061127
123.98.192.0	123.98.223.255	32	20061127
122.128.128.0	122.128.191.255	64	20061213
122.128.32.0	122.128.63.255	32	20061213
122.128.64.0	122.128.79.255	16	20061213
122.128.192.0	122.128.255.255	64	20061215
122.129.208.0	122.129.215.255	8	20061221
203.166.208.0	203.166.215.255	8	20061221
122.129.240.0	122.129.247.255	8	20061227
123.0.0.0	123.0.15.255	16	20061227
125.208.192.0	125.208.223.255	32	20070103
202.43.48.0	202.43.55.255	8	20070110
203.81.8.0	203.81.11.255	4	20070112
123.32.0.0	123.47.255.255	4096	20070115
122.153.0.0	122.153.255.255	256	20070115
203.149.112.0	203.149.127.255	16	20070125
123.248.0.0	123.248.255.255	256	20070125
123.250.0.0	123.251.255.255	512	20070130
123.109.0.0	123.109.255.255	256	20070202
123.108.16.0	123.108.31.255	16	20070202
61.245.224.0	61.245.255.255	32	20070202
123.108.160.0	123.108.191.255	32	20070209
123.212.0.0	123.215.255.255	1024	20070209
123.111.0.0	123.111.255.255	256	20070209
124.3.0.0	124.3.255.255	256	20070212
123.228.0.0	123.229.255.255	512	20070213
123.140.0.0	123.143.255.255	1024	20070223
122.129.248.0	122.129.255.255	8	20070323
116.32.0.0	116.47.255.255	4096	20070323
116.193.80.0	116.193.87.255	8	20070411
116.200.0.0	116.201.255.255	512	20070418
116.199.160.0	116.199.167.255	8	20070423
116.212.0.0	116.212.31.255	32	20070423
116.67.0.0	116.67.127.255	128	20070503
116.68.32.0	116.68.63.255	32	20070515
203.129.6.0	203.129.7.255	2	20070517
116.84.0.0	116.84.255.255	256	20070517
116.68.232.0	116.68.239.255	8	20070517
116.120.0.0	116.127.255.255	2048	20070521
116.89.160.0	116.89.191.255	32	20070522
116.93.192.0	116.93.255.255	64	20070530
117.16.0.0	117.17.255.255	512	20070530
116.90.216.0	116.90.223.255	8	20070601
116.193.88.0	116.193.95.255	8	20070601
124.153.128.0	124.153.255.255	128	20070614
117.20.80.0	117.20.95.255	16	20070618
203.169.4.0	203.169.5.255	2	20070622
117.20.192.0	117.20.255.255	64	20070625
117.53.64.0	117.53.95.255	32	20070627
117.53.96.0	117.53.127.255	32	20070628
117.53.192.0	117.53.255.255	64	20070702
117.55.128.0	117.55.191.255	64	20070702
117.58.128.0	117.58.143.255	16	20070705
152.99.0.0	152.99.255.255	256	20070725
117.110.0.0	117.111.255.255	512	20070801
118.32.0.0	118.63.255.255	8192	20070803
117.123.0.0	117.123.255.255	256	20070808
118.67.128.0	118.67.191.255	64	20070816
118.91.0.0	118.91.63.255	64	20070827
